InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID
571665,22696,WICKER WREATH LARGE,6,18/10/2011 12:59,1.95,12540
570841,POST,POSTAGE,2,12/10/2011 14:18,18,12553
560590,23175,REGENCY MILK JUG PINK ,4,19/07/2011 15:55,3.25,12560
566054,20726,LUNCH BAG WOODLAND,20,08/09/2011 15:04,1.65,12592
575629,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,10/11/2011 13:34,0.85,12599
547383,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,24,22/03/2011 15:42,1.65,12613
545718,22111,SCOTTIE DOG HOT WATER BOTTLE,3,07/03/2011 10:22,4.95,12614
558045,23245,SET OF 3 REGENCY CAKE TINS,4,24/06/2011 13:35,4.95,12615
550661,23052,RECYCLED ACAPULCO MAT TURQUOISE,2,20/04/2011 09:20,8.25,12656
560566,22746,POPPY'S PLAYHOUSE LIVINGROOM ,6,19/07/2011 13:45,2.1,12662
540642,22726,ALARM CLOCK BAKELIKE GREEN,8,10/01/2011 13:22,3.75,12681
547327,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,22/03/2011 11:28,4.95,12681
580753,47566,PARTY BUNTING,8,06/12/2011 10:00,4.95,12682
565931,23346,SPACEBOY BEAKER,12,08/09/2011 10:35,1.25,12683
557734,22149,FELTCRAFT 6 FLOWER FRIENDS,6,22/06/2011 11:20,2.1,12684
571923,23285,PINK VINTAGE SPOT BEAKER,8,19/10/2011 16:24,0.85,12685
544355,22029,SPACEBOY BIRTHDAY CARD,12,18/02/2011 10:53,0.42,12714
561658,22733,3D TRADITIONAL CHRISTMAS STICKERS,2,28/07/2011 16:06,1.25,12743
546991,22396,MAGNETS PACK OF 4 RETRO PHOTO,6,18/03/2011 13:08,1.25,12748
572293,M,Manual,1,23/10/2011 13:02,50,12748
575117,85212,MINI PAINTED GARDEN DECORATION ,8,08/11/2011 14:22,0.29,12748
575837,47591D,PINK FAIRY CAKE CHILDRENS APRON,1,11/11/2011 11:37,1.95,12748
578021,22974,CHILDRENS DOLLY GIRL MUG,1,22/11/2011 13:22,1.65,12748
578400,23205,CHARLOTTE BAG VINTAGE ALPHABET ,2,24/11/2011 11:52,0.85,12748
579188,23076,ICE CREAM SUNDAE LIP GLOSS,24,28/11/2011 15:34,1.25,12748
543179,22268,EASTER DECORATION SITTING BUNNY,1,04/02/2011 10:31,0.85,12754
550201,22494,EMERGENCY FIRST AID TIN ,12,15/04/2011 10:25,1.25,12769
573999,22092,BLUE PAISLEY TISSUE BOX,36,02/11/2011 11:43,0.39,12779
568208,23211,RED ROCKING HORSE HAND PAINTED,24,25/09/2011 15:35,1.25,12783
561204,22968,ROSE COTTAGE KEEPSAKE BOX ,2,25/07/2011 15:22,9.95,12836
577034,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,8,17/11/2011 13:16,0.29,12847
570116,22467,GUMBALL COAT RACK,2,07/10/2011 12:38,2.55,12856
554009,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,20/05/2011 12:38,1.65,12935
548216,22807,SET OF 6 T-LIGHTS TOADSTOOLS,36,30/03/2011 09:27,2.55,12971
561389,47599B,BLUE PARTY BAGS ,12,27/07/2011 09:37,2.1,12971
574961,84946,ANTIQUE SILVER T-LIGHT GLASS,12,08/11/2011 10:19,1.25,12971
575868,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,11/11/2011 12:44,3.95,12985
544177,21260,FIRST AID TIN,6,16/02/2011 14:27,3.25,13001
545821,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,07/03/2011 12:50,3.95,13001
577053,23399,HOME SWEET HOME HANGING HEART,12,17/11/2011 14:17,0.85,13001
580712,21181,PLEASE ONE PERSON METAL SIGN,24,05/12/2011 16:37,2.1,13021
574328,20961,STRAWBERRY BATH SPONGE ,30,04/11/2011 09:05,1.25,13081
574328,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,16,04/11/2011 09:05,0.42,13081
579093,23374,RED SPOT PAPER GIFT BAG,10,28/11/2011 10:54,0.82,13081
547578,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,24/03/2011 10:38,0.65,13089
569803,22398,MAGNETS PACK OF 4 SWALLOWS,12,06/10/2011 11:48,0.39,13090
562772,22499,WOODEN UNION JACK BUNTING,2,09/08/2011 12:07,5.95,13097
566258,82583,HOT BATHS METAL SIGN,2,11/09/2011 12:45,2.1,13124
546275,85186C,BUNNY EGG GARLAND,24,10/03/2011 15:06,0.42,13126
568996,22988,SOLDIERS EGG CUP ,12,29/09/2011 17:16,1.25,13131
571224,22950,36 DOILIES VINTAGE CHRISTMAS,12,14/10/2011 13:41,1.45,13136
579399,84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,1,29/11/2011 12:09,4.65,13137
577594,23177,TREASURE ISLAND BOOK BOX,6,20/11/2011 16:07,2.25,13142
542607,22185,SLATE TILE NATURAL HANGING,2,30/01/2011 13:48,1.65,13148
542398,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,6,27/01/2011 15:36,1.65,13174
560010,22384,LUNCH BAG PINK POLKADOT,10,14/07/2011 12:48,1.65,13178
575331,21931,JUMBO STORAGE BAG SUKI,10,09/11/2011 13:52,2.08,13209
571189,22043,CHRISTMAS CARD SCREEN PRINT ,48,14/10/2011 11:42,0.19,13213
559673,22692,DOORMAT WELCOME TO OUR HOME,10,11/07/2011 14:10,6.75,13224
580695,23143,ZINC WIRE KITCHEN ORGANISER,1,05/12/2011 16:03,3.95,13230
576025,22065,CHRISTMAS PUDDING TRINKET POT ,1,13/11/2011 14:34,0.39,13232
557020,22382,LUNCH BAG SPACEBOY DESIGN ,10,16/06/2011 12:51,1.65,13246
564437,20719,WOODLAND CHARLOTTE BAG,10,25/08/2011 12:10,0.85,13320
568898,21889,WOODEN BOX OF DOMINOES,12,29/09/2011 13:17,1.25,13354
567504,23356,LOVE HOT WATER BOTTLE,3,20/09/2011 14:33,5.95,13356
559013,15056BL,EDWARDIAN PARASOL BLACK,3,05/07/2011 12:52,5.95,13414
562592,16218,CARTOON  PENCIL SHARPENERS,80,07/08/2011 15:43,0.06,13418
581233,21497,FANCY FONTS BIRTHDAY WRAP,25,08/12/2011 10:33,0.42,13436
555368,21136,PAINTED METAL PEARS ASSORTED,8,02/06/2011 14:30,1.69,13437
567474,85014A,BLACK/BLUE POLKADOT UMBRELLA,2,20/09/2011 12:53,5.95,13448
557131,23201,JUMBO BAG ALPHABET,10,17/06/2011 08:52,2.08,13456
580317,22571,ROCKING HORSE RED CHRISTMAS ,12,02/12/2011 15:29,0.85,13458
542130,22505,MEMO BOARD COTTAGE DESIGN,4,25/01/2011 15:36,4.95,13468
550783,22492,MINI PAINT SET VINTAGE ,36,20/04/2011 13:58,0.65,13485
546553,21164,HOME SWEET HOME METAL SIGN ,6,15/03/2011 08:52,2.95,13499
551428,82582,AREA PATROLLED METAL SIGN,12,28/04/2011 14:59,2.1,13499
544931,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,24/02/2011 18:59,1.49,13501
556113,85099B,JUMBO BAG RED RETROSPOT,10,09/06/2011 09:32,2.08,13510
556503,22478,BIRDHOUSE GARDEN MARKER ,10,13/06/2011 08:44,1.25,13517
581405,21329,DINOSAURS  WRITING SET ,1,08/12/2011 13:50,1.65,13521
566249,23397,FOOT STOOL HOME SWEET HOME ,3,11/09/2011 12:09,9.95,13527
546846,84596F,SMALL MARSHMALLOWS PINK BOWL,8,17/03/2011 12:47,0.42,13533
549943,21874,GIN AND TONIC MUG,1,13/04/2011 12:09,1.25,13544
565445,23350,ROLL WRAP VINTAGE SPOT ,4,04/09/2011 14:50,1.25,13548
553711,23129,HEART SHAPED HOLLY WREATH,12,18/05/2011 15:39,4.15,13552
568510,21524,DOORMAT SPOTTY HOME SWEET HOME,5,27/09/2011 12:26,8.25,13555
540489,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,07/01/2011 16:32,1.25,13593
563925,23196,VINTAGE LEAF MAGNETIC NOTEPAD,1,21/08/2011 14:42,1.45,13610
545064,22487,WHITE WOOD GARDEN PLANT LADDER,1,27/02/2011 14:29,9.95,13636
551277,23152,IVORY SWEETHEART WIRE LETTER RACK ,2,27/04/2011 13:06,3.75,13637
568900,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,29/09/2011 13:21,3.75,13647
560284,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,12,18/07/2011 09:15,1.25,13705
546426,21755,LOVE BUILDING BLOCK WORD,1,13/03/2011 13:46,5.95,13708
543915,21232,STRAWBERRY CERAMIC TRINKET BOX,12,14/02/2011 13:21,1.25,13717
549916,22191,IVORY DINER WALL CLOCK,2,13/04/2011 09:39,8.5,13717
543193,22728,ALARM CLOCK BAKELIKE PINK,4,04/02/2011 12:18,3.75,13725
547919,84692,BOX OF 24 COCKTAIL PARASOLS,1,28/03/2011 12:52,0.42,13760
569089,22113,GREY HEART HOT WATER BOTTLE,2,30/09/2011 12:03,4.25,13764
559639,22752,SET 7 BABUSHKA NESTING BOXES,6,11/07/2011 12:23,8.5,13767
581170,22114,HOT WATER BOTTLE TEA AND SYMPATHY,24,07/12/2011 15:00,3.75,13767
574657,23370,SET 36 COLOURING PENCILS DOILY,5,06/11/2011 11:43,1.25,13772
576386,22147,FELTCRAFT BUTTERFLY HEARTS,70,15/11/2011 09:42,1.25,13777
552450,21933,PINK VINTAGE PAISLEY PICNIC BAG,150,09/05/2011 13:51,1.65,13798
548151,22808,SET OF 6 T-LIGHTS EASTER CHICKS,6,29/03/2011 12:57,2.95,13803
548151,22961,JAM MAKING SET PRINTED,12,29/03/2011 12:57,1.45,13803
547488,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,2,23/03/2011 11:30,4.25,13821
571657,23343,JUMBO BAG VINTAGE CHRISTMAS ,10,18/10/2011 12:44,2.08,13835
573874,21212,PACK OF 72 RETROSPOT CAKE CASES,24,01/11/2011 12:45,0.55,13868
544356,22908,PACK OF 20 NAPKINS RED APPLES,12,18/02/2011 11:18,0.85,13904
567661,22625,RED KITCHEN SCALES,2,21/09/2011 15:06,8.5,13959
564020,23199,JUMBO BAG APPLES,10,22/08/2011 11:57,2.08,13971
558027,23005,TRAVEL CARD WALLET I LOVE LONDON,24,24/06/2011 11:08,0.42,14032
563205,22666,RECIPE BOX PANTRY YELLOW DESIGN,3,14/08/2011 12:03,2.95,14040
543096,20725,LUNCH BAG RED RETROSPOT,1,03/02/2011 11:39,1.65,14044
560260,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,1,17/07/2011 13:32,4.95,14044
564740,23093,SMALL PARISIENNE HEART PHOTO FRAME ,1,28/08/2011 14:39,2.49,14044
577501,23230,WRAP ALPHABET DESIGN,25,20/11/2011 12:32,0.42,14075
546121,22023,EMPIRE BIRTHDAY CARD,12,09/03/2011 14:30,0.42,14085
571281,22113,GREY HEART HOT WATER BOTTLE,8,16/10/2011 13:23,3.75,14088
566217,21441,BLUE BIRDHOUSE DECORATION,1,09/09/2011 15:17,1.63,14096
569246,22427,ENAMEL FLOWER JUG CREAM,1,03/10/2011 09:57,11.63,14096
571441,21494,ROTATING LEAVES T-LIGHT HOLDER,6,17/10/2011 13:31,2.46,14096
572552,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,13,24/10/2011 17:07,5.79,14096
573576,22804,PINK HANGING HEART T-LIGHT HOLDER,1,31/10/2011 14:09,5.79,14096
573576,21918,SET 12 KIDS COLOUR  CHALK STICKS,2,31/10/2011 14:09,0.83,14096
576339,22187,GREEN CHRISTMAS TREE CARD HOLDER,1,14/11/2011 15:27,8.29,14096
576339,22903,CALENDAR FAMILY FAVOURITES,4,14/11/2011 15:27,2.46,14096
579196,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,10,28/11/2011 15:54,0.63,14096
580727,21947,SET OF 6 HEART CHOPSTICKS,1,05/12/2011 17:17,2.46,14096
580727,21868,POTTING SHED TEA MUG,2,05/12/2011 17:17,3.29,14096
541987,22082,RIBBON REEL STRIPES DESIGN ,5,24/01/2011 16:05,1.65,14130
563674,20766,GARDEN PATH SKETCHBOOK,4,18/08/2011 11:59,3.75,14132
563355,23209,LUNCH BAG VINTAGE DOILY ,10,15/08/2011 14:39,1.65,14156
565541,23347,I LOVE LONDON BEAKER,3,05/09/2011 12:00,1.25,14159
560555,21933,PINK VINTAGE PAISLEY PICNIC BAG,1,19/07/2011 13:01,1.65,14178
575690,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,10/11/2011 16:20,2.95,14189
575690,23661,MILK MAIDS MUG ,12,10/11/2011 16:20,1.65,14189
569242,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,8,03/10/2011 09:34,3.75,14193
573287,84879,ASSORTED COLOUR BIRD ORNAMENT,8,28/10/2011 14:42,1.69,14194
567408,23334,IVORY WICKER HEART SMALL,48,20/09/2011 10:47,0.63,14201
545075,21238,RED RETROSPOT CUP,8,28/02/2011 09:33,0.85,14211
553382,23075,PARLOUR CERAMIC WALL HOOK,8,16/05/2011 15:47,4.15,14217
571735,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,40,19/10/2011 10:03,2.55,14229
572244,23245,SET OF 3 REGENCY CAKE TINS,16,21/10/2011 15:54,4.15,14233
571033,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,40,13/10/2011 12:46,2.55,14251
546133,22179,SET 10 LIGHTS NIGHT OWL,2,09/03/2011 15:20,6.75,14291
544909,22782,SET 3 WICKER STORAGE BASKETS ,32,24/02/2011 14:32,9.95,14298
551351,22719,GUMBALL MONOCHROME COAT RACK,16,28/04/2011 10:20,1.25,14298
542123,22227,HANGING HEART MIRROR DECORATION ,24,25/01/2011 14:44,0.65,14299
541588,84378,SET OF 3 HEART COOKIE CUTTERS,12,19/01/2011 14:43,1.25,14307
541588,22464,HANGING METAL HEART LANTERN,12,19/01/2011 14:43,1.65,14307
561534,22178,VICTORIAN GLASS HANGING T-LIGHT,12,28/07/2011 09:45,1.25,14307
572323,22469,HEART OF WICKER SMALL,24,24/10/2011 09:46,1.65,14312
572742,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,25/10/2011 15:48,0.85,14341
577076,21026,SPACE OWL,1,17/11/2011 15:08,1.25,14362
564133,21933,PINK VINTAGE PAISLEY PICNIC BAG,20,23/08/2011 11:01,1.65,14364
576076,22139,RETROSPOT TEA SET CERAMIC 11 PC ,1,13/11/2011 16:18,4.95,14382
571214,21890,S/6 WOODEN SKITTLES IN COTTON BAG,4,14/10/2011 12:56,3.25,14390
543474,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,08/02/2011 15:09,1.95,14415
550637,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,19/04/2011 15:39,2.95,14415
565388,21533,RETROSPOT LARGE MILK JUG,1,02/09/2011 15:56,4.95,14415
570284,22726,ALARM CLOCK BAKELIKE GREEN,1,10/10/2011 11:30,3.75,14419
571044,21121,SET/10 RED POLKADOT PARTY CANDLES,24,13/10/2011 13:24,1.25,14421
546882,82600,NO SINGING METAL SIGN,12,17/03/2011 17:26,2.1,14422
542627,22148,EASTER CRAFT 4 CHICKS ,12,31/01/2011 09:51,1.95,14426
561894,16161U,WRAP SUKI AND FRIENDS,25,31/07/2011 15:00,0.42,14456
575368,21817,GLITTER CHRISTMAS TREE,1,09/11/2011 15:07,0.39,14482
546423,21774,DECORATIVE CATS BATHROOM BOTTLE,1,13/03/2011 12:39,1.25,14502
564846,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,30/08/2011 15:16,2.08,14507
545523,48188,DOORMAT WELCOME PUPPIES,1,03/03/2011 12:41,7.95,14524
563922,21982,PACK OF 12 SUKI TISSUES ,1,21/08/2011 14:10,0.29,14529
568163,23032,DRAWER KNOB CRACKLE GLAZE IVORY,6,25/09/2011 12:34,1.65,14540
552451,22722,SET OF 6 SPICE TINS PANTRY DESIGN,18,09/05/2011 13:59,3.95,14543
573338,22112,CHOCOLATE HOT WATER BOTTLE,1,30/10/2011 11:47,4.95,14546
580643,23439,HAND WARMER RED LOVE HEART,12,05/12/2011 12:59,2.1,14547
577520,21902,KEY FOB   FRONT  DOOR ,2,20/11/2011 13:20,0.65,14553
559981,22082,RIBBON REEL STRIPES DESIGN ,5,14/07/2011 11:30,1.65,14562
571142,22274,FELTCRAFT DOLL EMILY,12,14/10/2011 10:21,2.95,14567
573380,21591,COSY HOUR CIGAR BOX MATCHES ,2,30/10/2011 14:04,1.25,14572
560385,22978,PANTRY ROLLING PIN,2,18/07/2011 12:53,3.75,14583
580469,21386,IVORY HANGING DECORATION  EGG,4,04/12/2011 12:32,0.19,14583
577297,23266,SET OF 3 WOODEN STOCKING DECORATION,4,18/11/2011 12:48,1.25,14593
540014,85176,SEWING SUSAN 21 NEEDLE SET,1,04/01/2011 11:34,0.85,14606
554491,22322,BIRD DECORATION GREEN POLKADOT,3,24/05/2011 13:50,0.85,14606
572317,22624,IVORY KITCHEN SCALES,1,23/10/2011 16:13,8.5,14629
563023,21535,RED RETROSPOT SMALL MILK JUG,6,11/08/2011 13:39,2.55,14639
564866,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,12,31/08/2011 10:40,1.25,14660
580256,23301,GARDENERS KNEELING PAD KEEP CALM ,1,02/12/2011 12:24,1.65,14688
572905,21181,PLEASE ONE PERSON METAL SIGN,4,26/10/2011 15:39,2.1,14690
568947,84609,TALL ROCOCO CANDLE HOLDER,4,29/09/2011 15:04,8.5,14696
542422,22457,NATURAL SLATE HEART CHALKBOARD ,5,27/01/2011 19:33,2.95,14702
571883,23270,SET OF 2 CERAMIC PAINTED HEARTS ,5,19/10/2011 13:58,1.45,14704
565845,21930,JUMBO STORAGE BAG SKULLS,20,07/09/2011 12:21,2.08,14709
550890,22826,LOVE SEAT ANTIQUE WHITE METAL,1,21/04/2011 12:00,195,14711
568201,23360,SET 8 CANDLES VINTAGE DOILY,1,25/09/2011 14:58,1.95,14712
581021,22465,HANGING METAL STAR LANTERN,12,07/12/2011 10:24,0.79,14769
545854,22767,TRIPLE PHOTO FRAME CORNICE ,2,07/03/2011 13:51,9.95,14817
552614,84692,BOX OF 24 COCKTAIL PARASOLS,25,10/05/2011 12:51,0.42,14849
577359,21791,VINTAGE HEADS AND TAILS CARD GAME ,4,18/11/2011 16:07,1.25,14903
577359,21889,WOODEN BOX OF DOMINOES,2,18/11/2011 16:07,1.25,14903
547882,79000,MOROCCAN TEA GLASS,12,28/03/2011 07:53,0.85,14911
559010,22180,RETROSPOT LAMP,2,05/07/2011 12:50,9.95,14911
561798,84988,SET OF 72 PINK HEART PAPER DOILIES,12,29/07/2011 13:39,1.45,14911
565857,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,12,07/09/2011 14:13,1.25,14911
570703,22197,POPCORN HOLDER,24,12/10/2011 09:50,0.85,14911
575751,23082,SET 6 PAPER TABLE LANTERN HEARTS ,18,11/11/2011 10:32,3.75,14911
559864,23167,SMALL CERAMIC TOP STORAGE JAR ,12,13/07/2011 10:38,0.83,14916
565796,20713,JUMBO BAG OWLS,10,07/09/2011 10:07,2.08,14916
554096,22553,PLASTERS IN TIN SKULLS,12,22/05/2011 12:51,1.65,14921
546252,21181,PLEASE ONE PERSON METAL SIGN,12,10/03/2011 14:42,2.1,14930
564150,22085,PAPER CHAIN KIT SKULLS ,18,23/08/2011 12:30,2.95,14936
578949,21175,GIN AND TONIC DIET METAL SIGN,2,27/11/2011 14:30,2.55,14954
549372,22505,MEMO BOARD COTTAGE DESIGN,2,08/04/2011 11:28,4.95,14958
580025,21873,IF YOU CAN'T STAND THE HEAT MUG,1,01/12/2011 11:53,1.25,15021
550835,22268,EASTER DECORATION SITTING BUNNY,4,21/04/2011 10:52,0.85,15034
556732,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,12,14/06/2011 11:47,1.25,15039
575046,22437,SET OF 9 BLACK SKULL BALLOONS,10,08/11/2011 12:09,0.85,15039
557787,23041,PAPER LANTERN 9 POINT SNOW STAR,1,22/06/2011 16:16,4.15,15041
573551,84997C,CHILDRENS CUTLERY POLKADOT BLUE,3,31/10/2011 13:35,4.15,15044
546132,23009,I LOVE LONDON BABY GIFT SET,18,09/03/2011 15:17,14.95,15057
572517,21328,BALLOONS  WRITING SET ,2,24/10/2011 14:47,1.65,15068
547687,20725,LUNCH BAG RED RETROSPOT,10,24/03/2011 14:52,1.65,15078
543242,21718,RED METAL BEACH SPADE ,8,04/02/2011 14:03,1.25,15090
569327,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,3,03/10/2011 12:47,4.95,15091
573175,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,28/10/2011 10:27,0.83,15096
566674,22570,FELTCRAFT CUSHION RABBIT,4,14/09/2011 11:41,3.75,15105
562999,23231,WRAP  VINTAGE DOILY ,25,11/08/2011 11:51,0.42,15117
558028,23238,SET OF 4 KNICK KNACK TINS LONDON ,6,24/06/2011 11:39,4.15,15128
564627,35970,ZINC FOLKART SLEIGH BELLS,12,26/08/2011 11:47,1.69,15132
564627,20728,LUNCH BAG CARS BLUE,10,26/08/2011 11:47,1.65,15132
577092,22141,CHRISTMAS CRAFT TREE TOP ANGEL,6,17/11/2011 16:35,2.1,15136
557625,85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,12,21/06/2011 14:23,1.25,15159
553190,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,3,15/05/2011 13:14,0.95,15164
564562,22384,LUNCH BAG PINK POLKADOT,10,26/08/2011 09:58,1.65,15203
547103,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,8,21/03/2011 10:54,0.65,15218
545590,22654,DELUXE SEWING KIT ,3,04/03/2011 10:24,5.95,15220
542776,21218,RED SPOTTY BISCUIT TIN,6,01/02/2011 08:23,3.75,15240
542003,22175,PINK OWL SOFT TOY,2,25/01/2011 11:07,2.95,15311
542890,22112,CHOCOLATE HOT WATER BOTTLE,3,01/02/2011 13:25,4.95,15311
542890,82581,TOILET METAL SIGN,5,01/02/2011 13:25,0.55,15311
545653,21313,GLASS HEART T-LIGHT HOLDER ,96,04/03/2011 13:39,0.64,15311
545653,82482,WOODEN PICTURE FRAME WHITE FINISH,36,04/03/2011 13:39,2.1,15311
562096,20733,GOLD MINI TAPE MEASURE ,100,02/08/2011 13:16,0.72,15311
540604,22716,CARD CIRCUS PARADE,12,10/01/2011 11:38,0.42,15326
544153,82600,NO SINGING METAL SIGN,2,16/02/2011 12:11,2.1,15356
575074,23344,JUMBO BAG 50'S CHRISTMAS ,2,08/11/2011 13:11,2.08,15356
549424,85099B,JUMBO BAG RED RETROSPOT,10,08/04/2011 11:50,1.95,15367
551531,21244,BLUE POLKADOT PLATE ,12,01/05/2011 13:45,1.69,15376
546115,47590B,PINK HAPPY BIRTHDAY BUNTING,3,09/03/2011 13:50,5.45,15379
566315,21975,PACK OF 60 DINOSAUR CAKE CASES,24,12/09/2011 10:01,0.55,15392
580596,22448,PIN CUSHION BABUSHKA RED,6,05/12/2011 11:01,3.35,15392
557634,84988,SET OF 72 PINK HEART PAPER DOILIES,1,21/06/2011 15:24,1.45,15412
578998,22981,PANTRY APPLE CORER,1,27/11/2011 16:05,1.45,15436
573413,82482,WOODEN PICTURE FRAME WHITE FINISH,1,30/10/2011 16:12,2.95,15444
579885,22227,HANGING HEART MIRROR DECORATION ,5,30/11/2011 17:37,0.65,15444
547420,22260,FELT EGG COSY BLUE RABBIT ,12,23/03/2011 10:43,0.85,15449
563709,23202,JUMBO BAG VINTAGE LEAF,1,18/08/2011 15:17,2.08,15472
547686,21207,SKULL AND CROSSBONES  GARLAND ,12,24/03/2011 14:49,1.65,15513
558754,22556,PLASTERS IN TIN CIRCUS PARADE ,6,03/07/2011 12:10,1.65,15518
576933,23084,RABBIT NIGHT LIGHT,6,17/11/2011 11:29,2.08,15529
579157,21935,SUKI  SHOULDER BAG,10,28/11/2011 13:51,1.65,15540
563935,71459,HANGING JAM JAR T-LIGHT HOLDER,12,21/08/2011 16:24,0.85,15547
563935,79321,CHILLI LIGHTS,1,21/08/2011 16:24,5.75,15547
579001,23269,SET OF 2 CERAMIC CHRISTMAS TREES,2,27/11/2011 16:19,1.45,15555
575034,M,Manual,1,08/11/2011 11:38,7.95,15573
574015,22766,PHOTO FRAME CORNICE,4,02/11/2011 12:03,2.95,15576
576654,20724,RED RETROSPOT CHARLOTTE BAG,5,16/11/2011 10:55,0.85,15584
540471,21524,DOORMAT SPOTTY HOME SWEET HOME,2,07/01/2011 14:21,7.95,15601
551417,22553,PLASTERS IN TIN SKULLS,12,28/04/2011 13:41,1.65,15632
560989,22904,CALENDAR PAPER CUT DESIGN,6,22/07/2011 13:20,2.95,15704
574536,22977,DOLLY GIRL CHILDRENS EGG CUP,4,04/11/2011 14:35,1.25,15707
545503,22383,LUNCH BAG SUKI DESIGN ,4,03/03/2011 11:34,1.65,15719
556728,23203,JUMBO BAG DOILEY PATTERNS,6,14/06/2011 11:36,2.08,15719
579124,23442,12 HANGING EGGS HAND PAINTED,1,28/11/2011 12:14,2.08,15721
578708,23344,JUMBO BAG 50'S CHRISTMAS ,20,25/11/2011 11:21,2.08,15737
548358,21786,POLKADOT RAIN HAT ,24,30/03/2011 15:29,0.42,15832
572521,22594,CHRISTMAS GINGHAM TREE,12,24/10/2011 15:19,0.85,15844
571231,22629,SPACEBOY LUNCH BOX ,6,14/10/2011 14:22,1.95,15856
